Submission id,PROLIFIC_PID,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Non-religious,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2
67966a2c237b1c5c6d49580c,5d6e3252dfe6d10001dbe508,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:31.994000Z,2025-01-26T17:07:10.857000Z,,2025-01-26T17:07:11.615193Z,399.0,NOCODE,1680,Atheist,29,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,2025-01-26 12:00:33,2025-01-26 12:06:26,IP Address,94.101.26.104,100,353,True,2025-01-26 12:06:27,R_8U4Sc7xvqS35Bqb,,,,,53.0695,17.9048,anonymous,ZH-T,5d6e3252dfe6d10001dbe508,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,may decrease,may decrease,may increase,may decrease,may decrease,definitely increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,very likely to decrease,definitely decrease
67966a2d061e6a1f7aa550f8,668bf49fd73826a624317886,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:40.218000Z,2025-01-26T17:04:33.898000Z,,2025-01-26T17:04:34.723782Z,234.0,NOCODE,87,Atheist,32,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking),2025-01-26 12:00:42,2025-01-26 12:04:21,IP Address,94.254.174.13,100,218,True,2025-01-26 12:04:21,R_2fkhgKfhcxIXp5M,,,,,52.2394,21.0362,anonymous,ZH-T,668bf49fd73826a624317886,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,may decrease,remain the same,remain the same,very likely to decrease,very likely to decrease,definitely increase,definitely increase,may increase,may increase,very likely to increase,very likely to increase,remain the same,remain the same,may decrease,may decrease
67966a2e048662076afe099b,64a7d9ea7795f1dd1c16adca,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:46.745000Z,2025-01-26T17:04:50.827000Z,,2025-01-26T17:04:51.543601Z,185.0,NOCODE,449,Atheist,21,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time,2025-01-26 12:01:48,2025-01-26 12:04:40,IP Address,83.168.77.9,100,171,True,2025-01-26 12:04:40,R_8eEKo7zB8CjEMIj,,,,,51.0957,17.0176,anonymous,ZH-T,64a7d9ea7795f1dd1c16adca,strongly disbelieve,undergraduate (college/University),Yes,remain the same,very likely to increase,remain the same,very likely to increase,may decrease,remain the same,very likely to increase,may increase,very likely to increase,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,may increase,definitely increase
67966a308283b039d7180301,613f57084e80f056c78f9b7b,AWAITING REVIEW,Not Applicable,2025-01-26T17:06:01.944000Z,2025-01-26T17:11:22.907000Z,,2025-01-26T17:11:24.652700Z,321.0,NOCODE,449,Irreligious,27,Male,Mixed,South Africa,South Africa,South Africa,Afrikaans,No,Unemployed (and job seeking),2025-01-26 12:06:06,2025-01-26 12:10:59,IP Address,196.41.10.80,100,293,True,2025-01-26 12:10:59,R_2mUS44LmEjNGDeN,,,,,-26.2309,28.0583,anonymous,ZH-T,613f57084e80f056c78f9b7b,somewhat disbelieve,high school,Yes,may decrease,very likely to increase,remain the same,definitely increase,may decrease,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,may decrease,may increase
67966a31e7372bfdcd1b80b6,66ad0ba74144a944c514c772,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:39.306000Z,2025-01-26T17:03:08.619000Z,,2025-01-26T17:03:09.454756Z,150.0,NOCODE,65,Atheist,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other,2025-01-26 12:00:40,2025-01-26 12:02:57,IP Address,137.205.73.18,100,136,True,2025-01-26 12:02:58,R_2FfUfhDm4W2etvf,,,,,52.382,-1.5874,anonymous,ZH-T,66ad0ba74144a944c514c772,somewhat disbelieve,undergraduate (college/University),Yes,may decrease,may increase,very likely to decrease,remain the same,definitely decrease,may increase,very likely to increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,may increase,very likely to increase,very likely to decrease,definitely increase
67966a328fa0bc5012385b9a,610aadf3dc6d9b1de02c4a39,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:42.191000Z,2025-01-26T17:06:45.342000Z,,2025-01-26T17:06:45.987424Z,364.0,NOCODE,981,Atheist,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2025-01-26 12:00:45,2025-01-26 12:06:21,IP Address,81.100.231.25,100,336,True,2025-01-26 12:06:22,R_24NMJHqFrn1mYxP,,,,,53.5651,-0.6375,anonymous,ZH-T,610aadf3dc6d9b1de02c4a39,strongly disbelieve,vocational/technical school,Yes,remain the same,may increase,remain the same,definitely increase,may decrease,may decrease,may increase,definitely increase,very likely to increase,definitely increase,may increase,very likely to increase,may increase,definitely increase,remain the same,may increase
67966a3366fe5152b6c87710,5f7446aa98879409f7b6c66c,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:42.191000Z,2025-01-26T17:05:16.575000Z,,2025-01-26T17:05:17.507929Z,275.0,NOCODE,679,Atheist,26,Female,White,France,France,France,French,No,Full-Time,2025-01-26 12:00:44,2025-01-26 12:05:01,IP Address,81.65.145.50,100,257,True,2025-01-26 12:05:02,R_8SCvcbsdQ249Sju,,,,,48.9129,2.1319,anonymous,ZH-T,5f7446aa98879409f7b6c66c,strongly disbelieve,undergraduate (college/University),Yes,remain the same,very likely to increase,remain the same,may increase,remain the same,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase
67966a396352c6129b41bef7,674ce3dd2f75d86f56c163a0,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:47.476000Z,2025-01-26T17:04:20.824000Z,,2025-01-26T17:04:22.506246Z,214.0,NOCODE,66,Atheist,32,Male,White,United States,United States,United States,English,Yes,Full-Time,2025-01-26 12:00:50,2025-01-26 12:03:58,IP Address,100.10.47.9,100,188,True,2025-01-26 12:03:59,R_57ajqPf7wQXcP6M,,,,,41.701,-71.5194,anonymous,ZH-T,674ce3dd2f75d86f56c163a0,somewhat disbelieve,graduate school (postgraduate),Yes,remain the same,very likely to increase,very likely to decrease,may decrease,may decrease,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,may decrease,stay the same
67966a3e6be00b6a3b77f9ed,669a8c45c42fb588d9caa484,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:57.053000Z,2025-01-26T17:05:42.956000Z,,2025-01-26T17:05:43.582209Z,286.0,NOCODE,124,Atheist,25,Male,Asian,Cambodia,France,Cambodia,Khmer,No,Full-Time,2025-01-26 12:00:59,2025-01-26 12:05:25,IP Address,46.193.66.215,100,266,True,2025-01-26 12:05:26,R_2FjJVEKZFPpAc2l,,,,,43.6046,1.4451,anonymous,ZH-T,669a8c45c42fb588d9caa484,unsure,undergraduate (college/University),Yes,very likely to decrease,may decrease,remain the same,may increase,may decrease,may increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,very likely to decrease,may decrease
67966a3fb19abb3e386664aa,60eee201a7ffc5b0e034e73e,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:54.671000Z,2025-01-26T17:04:54.867000Z,,2025-01-26T17:04:56.021566Z,241.0,NOCODE,254,Atheist,26,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time,2025-01-26 12:00:56,2025-01-26 12:04:35,IP Address,94.63.112.59,100,219,True,2025-01-26 12:04:36,R_2OIUmvRVTcoHBxR,,,,,38.7219,-9.1398,anonymous,ZH-T,60eee201a7ffc5b0e034e73e,strongly disbelieve,high school,Yes,remain the same,remain the same,may decrease,may decrease,very likely to decrease,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,remain the same,remain the same,very likely to decrease,may decrease
67966a4099dfb1e7a5fe07f5,66ca2e8739233dcedfa41ba1,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:59.919000Z,2025-01-26T17:08:07.639000Z,,2025-01-26T17:08:08.580655Z,428.0,NOCODE,59,Atheist,23,Male,White,Romania,Hungary,Hungary,Hungarian,Yes,Full-Time,2025-01-26 12:01:14,2025-01-26 12:07:50,IP Address,86.59.205.59,100,395,True,2025-01-26 12:07:51,R_2fy0ueuvcwhApIi,,,,,47.5,19.0412,anonymous,ZH-T,66ca2e8739233dcedfa41ba1,strongly disbelieve,undergraduate (college/University),Yes,may decrease,very likely to decrease,definitely decrease,may decrease,may decrease,may decrease,may increase,very likely to increase,may increase,may increase,remain the same,may increase,remain the same,remain the same,remain the same,definitely increase
67966a4171fc9e1ab2917bba,60267f9883e25930ddac4e5c,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:54.366000Z,2025-01-26T17:05:39.434000Z,,2025-01-26T17:05:40.242687Z,286.0,NOCODE,639,Atheist,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2025-01-26 12:00:56,2025-01-26 12:05:30,IP Address,90.252.120.5,100,273,True,2025-01-26 12:05:31,R_8M6TZ7s3ATDHt1D,,,,,51.5936,-0.1463,anonymous,ZH-T,60267f9883e25930ddac4e5c,strongly disbelieve,undergraduate (college/University),Yes,may increase,remain the same,remain the same,remain the same,may decrease,remain the same,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,may increase
67966a419cc299a11878005b,661ff24e9467d613b27d05ac,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:19.823000Z,2025-01-26T17:04:44.979000Z,,2025-01-26T17:04:45.654081Z,206.0,NOCODE,236,Atheist,28,Male,White,Slovakia,Slovakia,Slovakia,Slovak,No,Full-Time,2025-01-26 12:01:21,2025-01-26 12:04:34,IP Address,188.167.250.70,100,193,True,2025-01-26 12:04:34,R_8dzH2UGwddQdbIh,,,,,48.157,17.0915,anonymous,ZH-T,661ff24e9467d613b27d05ac,somewhat disbelieve,undergraduate (college/University),Yes,remain the same,remain the same,remain the same,may increase,may decrease,may increase,very likely to increase,may increase,may increase,may increase,may increase,may increase,remain the same,remain the same,may decrease,may decrease
67966a4226638118fa294a79,607ea5504e74d104da5a108a,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:59.113000Z,2025-01-26T17:03:34.475000Z,,2025-01-26T17:03:35.135842Z,156.0,NOCODE,578,Atheist,24,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking),2025-01-26 12:01:03,2025-01-26 12:03:25,IP Address,178.37.47.165,100,141,True,2025-01-26 12:03:26,R_8tzAD2BxK43oflY,,,,,51.1042,17.0128,anonymous,ZH-T,607ea5504e74d104da5a108a,somewhat disbelieve,undergraduate (college/University),Yes,very likely to decrease,may decrease,definitely decrease,definitely decrease,definitely decrease,definitely decrease,definitely increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,may increase,remain the same,very likely to decrease,may decrease
67966a44b2c4df283ad297fe,5b376f54cf5e6a00018309ef,AWAITING REVIEW,Not Applicable,2025-01-26T17:00:52.608000Z,2025-01-26T17:08:28.572000Z,,2025-01-26T17:08:29.247202Z,456.0,NOCODE,1176,Atheist,37,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,2025-01-26 12:01:20,2025-01-26 12:08:15,IP Address,91.151.110.168,100,414,True,2025-01-26 12:08:16,R_2ER6fLabORaUiCJ,,,,,38.2668,-5.1943,anonymous,ZH-T,5b376f54cf5e6a00018309ef,strongly disbelieve,high school,Yes,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,very likely to increase,very likely to increase,will definitely increase,very likely to increase,may increase,may increase,remain the same,may increase,remain the same,may increase
67966a49228c001586e8d31c,5fe230ee29598a57972db630,AWAITING REVIEW,Not Applicable,2025-01-26T17:04:14.571000Z,2025-01-26T17:07:01.183000Z,,2025-01-26T17:07:02.302868Z,167.0,NOCODE,1344,Atheist,32,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,2025-01-26 12:04:22,2025-01-26 12:06:45,IP Address,188.216.37.89,100,143,True,2025-01-26 12:06:46,R_2Uk3FGj0f8mKWoF,,,,,44.9943,9.0202,anonymous,ZH-T,5fe230ee29598a57972db630,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,remain the same,may increase,may increase,may decrease,very likely to increase
67966a4f8edaf4e723b0604d,5f678ef073bbcf3a7a52b59d,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:14.063000Z,2025-01-26T17:04:04.512000Z,,2025-01-26T17:04:05.457686Z,171.0,NOCODE,24,Atheist,29,Male,Asian,Hong Kong,United Kingdom,United Kingdom,Chinese,No,Full-Time,2025-01-26 12:01:17,2025-01-26 12:03:51,IP Address,92.41.182.137,100,153,True,2025-01-26 12:03:51,R_8oBBwk7fdn3FdTU,,,,,51.536,-0.0925,anonymous,ZH-T,5f678ef073bbcf3a7a52b59d,strongly disbelieve,undergraduate (college/University),Yes,may decrease,remain the same,remain the same,remain the same,may decrease,may decrease,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase
67966a54de8f6964ea9c6431,655234dac4a9403e88e89e6b,AWAITING REVIEW,Not Applicable,2025-01-26T17:06:14.172000Z,2025-01-26T17:14:24.954000Z,,2025-01-26T17:14:25.581831Z,491.0,NOCODE,55,Atheist,19,Male,White,Austria,Austria,Austria,German,Yes,Part-Time,2025-01-26 12:06:16,2025-01-26 12:08:41,IP Address,213.225.9.135,100,145,True,2025-01-26 12:08:42,R_8mzq8V8wFnAW7f3,,,,,48.1535,16.3855,anonymous,ZH-T,655234dac4a9403e88e89e6b,strongly disbelieve,undergraduate (college/University),Yes,may decrease,may decrease,may decrease,remain the same,very likely to decrease,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may increase,remain the same,very likely to decrease,stay the same
67966a55228c001586e8d31e,5ea8b5e215996a31e80e5fac,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:16.383000Z,2025-01-26T17:11:43.185000Z,,2025-01-26T17:11:43.909921Z,627.0,NOCODE,123,Atheist,33,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time,2025-01-26 12:01:18,2025-01-26 12:11:32,IP Address,51.171.251.109,100,614,True,2025-01-26 12:11:34,R_8mn0aKNGylfN2Le,,,,,53.3288,-8.2151,anonymous,ZH-T,5ea8b5e215996a31e80e5fac,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,may increase,remain the same,may increase,very likely to decrease,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,remain the same,very likely to decrease,definitely increase
67966a56fa038fb50ef95a87,6307a8dc7ac0c8026ec12eb9,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:15.564000Z,2025-01-26T17:05:39.820000Z,,2025-01-26T17:05:40.528748Z,265.0,NOCODE,1184,Atheist,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2025-01-26 12:01:19,2025-01-26 12:05:01,IP Address,213.122.239.110,100,222,True,2025-01-26 12:05:02,R_8JzFysuNVKBmYoN,,,,,50.8429,-0.1158,anonymous,ZH-T,6307a8dc7ac0c8026ec12eb9,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,may decrease,may increase,very likely to increase,may decrease,very likely to increase,remain the same,may increase,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,very likely to increase,stay the same
67966a584cf29ddaa12d6620,5fb560596962c203baf6574e,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:16.871000Z,2025-01-26T17:05:23.233000Z,,2025-01-26T17:05:23.979378Z,247.0,NOCODE,603,Atheist,23,Male,White,Italy,Italy,Italy,Italian,Yes,Other,2025-01-26 12:01:20,2025-01-26 12:05:06,IP Address,93.68.151.255,100,226,True,2025-01-26 12:05:07,R_2rMUtNRwSiz3ZWS,,,,,45.4722,9.1922,anonymous,ZH-T,5fb560596962c203baf6574e,strongly disbelieve,undergraduate (college/University),Yes,remain the same,remain the same,very likely to decrease,may decrease,very likely to decrease,may decrease,very likely to increase,very likely to increase,may increase,may increase,may increase,may increase,may increase,may increase,very likely to decrease,may decrease
67966a5c6fc9d78ee55d3674,65aa84da0e7902b934faa098,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:20.038000Z,2025-01-26T17:02:56.646000Z,,2025-01-26T17:02:57.408518Z,97.0,NOCODE,252,Irreligious,24,Male,White,Germany,Germany,Germany,German,Yes,Due to start a new job within the next month,2025-01-26 12:01:21,2025-01-26 12:02:48,IP Address,46.5.255.129,100,86,True,2025-01-26 12:02:49,R_2ziS0lXmVaKP9f4,,,,,48.5099,9.2104,anonymous,ZH-T,65aa84da0e7902b934faa098,strongly disbelieve,graduate school (postgraduate),Yes,very likely to decrease,very likely to decrease,very likely to decrease,very likely to increase,very likely to increase,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,remain the same,remain the same,very likely to increase,may increase,definitely decrease,definitely decrease
67966a5e355b9a5fa8d93e8c,66ae37696279501b1155b24d,AWAITING REVIEW,Not Applicable,2025-01-26T17:03:34.611000Z,2025-01-26T17:14:19.321000Z,,2025-01-26T17:14:19.964793Z,645.0,NOCODE,280,Atheist,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2025-01-26 12:03:43,2025-01-26 12:14:02,IP Address,157.125.17.225,100,618,True,2025-01-26 12:14:03,R_27AJP6pD0vfvjQl,,,,,51.6509,-0.1439,anonymous,ZH-T,66ae37696279501b1155b24d,somewhat disbelieve,undergraduate (college/University),Yes,very likely to decrease,may increase,may decrease,may increase,very likely to decrease,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,very likely to decrease,may increase
67966a6cb2c4df283ad29803,5e9f17824990bd08425ff5dc,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:42.281000Z,2025-01-26T17:05:32.241000Z,,2025-01-26T17:05:33.022437Z,230.0,NOCODE,267,Atheist,38,Male,White,Canada,Canada,Canada,English,No,Full-Time,2025-01-26 12:01:44,2025-01-26 12:04:50,IP Address,24.64.112.96,100,186,True,2025-01-26 12:04:51,R_3LXa7ULaAA4cAlc,,,,,50.9804,-114.1015,anonymous,ZH-T,5e9f17824990bd08425ff5dc,strongly disbelieve,undergraduate (college/University),Yes,very likely to decrease,may decrease,very likely to decrease,very likely to decrease,very likely to decrease,may decrease,may increase,remain the same,may increase,remain the same,may increase,remain the same,remain the same,remain the same,very likely to decrease,may decrease
67966a6f7690f70b52c29bfd,660d77d13753ffee2191d0bb,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:53.422000Z,2025-01-26T17:05:40.206000Z,,2025-01-26T17:05:40.789837Z,227.0,NOCODE,22,Atheist,28,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time,2025-01-26 12:01:57,2025-01-26 12:05:29,IP Address,148.71.253.47,100,212,True,2025-01-26 12:05:29,R_82SBpxaPId4J3sj,,,,,41.1765,-8.6877,anonymous,ZH-T,660d77d13753ffee2191d0bb,somewhat disbelieve,high school,Yes,remain the same,may increase,may decrease,may increase,may decrease,may increase,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,remain the same,may decrease,very likely to increase
67966a6f9221356b2e432bc1,67811f95d57c96ec1ba291ab,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:44.325000Z,2025-01-26T17:06:20.851000Z,,2025-01-26T17:06:21.399686Z,277.0,NOCODE,12,Atheist,51,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time,2025-01-26 12:01:47,2025-01-26 12:05:38,IP Address,197.90.146.56,100,231,True,2025-01-26 12:05:39,R_21PPexbkhXIrtq9,,,,,-26.2309,28.0583,anonymous,ZH-T,67811f95d57c96ec1ba291ab,strongly believe,graduate school (postgraduate),Yes,remain the same,definitely increase,may increase,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,remain the same,,remain the same,definitely increase
67966a70aef0169627c85be8,5789972670c76a00012433b3,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:40.659000Z,2025-01-26T17:09:06.168000Z,,2025-01-26T17:09:07.024144Z,446.0,NOCODE,2015,Atheist,43,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time,2025-01-26 12:01:44,2025-01-26 12:08:50,IP Address,188.26.197.131,100,425,True,2025-01-26 12:08:51,R_8SfbWUOB7m8BzLY,,,,,40.2308,-3.7601,anonymous,ZH-T,5789972670c76a00012433b3,strongly disbelieve,high school,Yes,definitely decrease,very likely to decrease,definitely decrease,definitely decrease,definitely decrease,definitely decrease,definitely increase,definitely increase,will definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely decrease,very likely to decrease
67966a717690f70b52c29bff,56f6a4edc1f247000c00ec8c,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:43.209000Z,2025-01-26T17:04:58.323000Z,,2025-01-26T17:04:59.046680Z,196.0,NOCODE,1527,Atheist,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,2025-01-26 12:01:46,2025-01-26 12:04:21,IP Address,83.105.55.180,100,155,True,2025-01-26 12:04:22,R_8HiO8A9E7D8SuL7,,,,,51.7278,-3.1399,anonymous,ZH-T,56f6a4edc1f247000c00ec8c,strongly disbelieve,undergraduate (college/University),Yes,remain the same,remain the same,remain the same,very likely to increase,may decrease,may increase,remain the same,very likely to increase,remain the same,may increase,remain the same,may increase,remain the same,remain the same,may decrease,may decrease
67966a728fa0bc5012385bab,64db87721f4e3aa1a8977661,AWAITING REVIEW,Not Applicable,2025-01-26T17:10:05.761000Z,2025-01-26T17:12:29.467000Z,,2025-01-26T17:12:30.414406Z,144.0,NOCODE,247,Atheist,22,Male,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking),2025-01-26 12:10:07,2025-01-26 12:12:17,IP Address,90.174.165.223,100,130,True,2025-01-26 12:12:18,R_8NFGfO7z2Gqb5ev,,,,,38.2642,-0.7001,anonymous,ZH-T,64db87721f4e3aa1a8977661,somewhat believe,undergraduate (college/University),Yes,may increase,very likely to increase,may increase,may increase,may increase,may increase,remain the same,very likely to increase,remain the same,remain the same,may decrease,may increase,may increase,may decrease,may decrease,may increase
67966a737f863318b166644d,6677088c3e8ac376937ace9a,AWAITING REVIEW,Not Applicable,2025-01-26T17:02:03.286000Z,2025-01-26T17:06:07.364000Z,,2025-01-26T17:06:08.181254Z,245.0,NOCODE,95,Atheist,27,Female,White,Spain,Spain,Spain,Spanish,Yes,Part-Time,2025-01-26 12:02:06,2025-01-26 12:05:53,IP Address,45.85.136.43,100,227,True,2025-01-26 12:05:54,R_8PGgwCPhW5Uhk7T,,,,,38.3991,-0.575,anonymous,ZH-T,6677088c3e8ac376937ace9a,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,may increase,definitely decrease,definitely decrease,remain the same,may increase,may increase,remain the same,may increase,remain the same,definitely decrease,remain the same,very likely to decrease,may increase,may decrease,stay the same
67966a7aa19cd7a9af9c6514,607176a53e0b57a4f8be7ac9,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:46.498000Z,2025-01-26T17:07:13.264000Z,,2025-01-26T17:07:13.910450Z,327.0,NOCODE,620,Atheist,36,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,2025-01-26 12:01:53,2025-01-26 12:07:01,IP Address,37.30.22.54,100,307,True,2025-01-26 12:07:02,R_2v8JcMq0F57LQLD,,,,,52.3754,16.8811,anonymous,ZH-T,607176a53e0b57a4f8be7ac9,strongly disbelieve,high school,Yes,may decrease,may decrease,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,may decrease,may decrease,may decrease,may decrease,remain the same,remain the same,remain the same,may increase
67966a7c2f5eef2f87c73244,54affe30fdf99b71c5514d30,AWAITING REVIEW,Not Applicable,2025-01-26T17:01:55.271000Z,2025-01-26T17:09:54.621000Z,,2025-01-26T17:09:55.341347Z,480.0,NOCODE,927,Atheist,35,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,2025-01-26 12:01:57,2025-01-26 12:09:36,IP Address,81.182.147.154,100,459,True,2025-01-26 12:09:37,R_8LsDg0w2D6isq7T,,,,,47.5,19.0412,anonymous,ZH-T,54affe30fdf99b71c5514d30,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,remain the same,may decrease,very likely to increase,may decrease,may decrease,may increase,may increase,remain the same,remain the same,may increase,very likely to increase,remain the same,remain the same,may decrease,stay the same
67966a885c7cd86e1ce34f80,5c644e502b97df0001f3d00d,AWAITING REVIEW,Not Applicable,2025-01-26T17:02:08.159000Z,2025-01-26T17:07:12.977000Z,,2025-01-26T17:07:14.251232Z,305.0,NOCODE,813,Atheist,30,Male,Other,Chile,Chile,Chile,Spanish,No,Full-Time,2025-01-26 12:02:15,2025-01-26 12:06:59,IP Address,186.11.26.83,100,283,True,2025-01-26 12:07:00,R_52SbgNBPUJ0UBX4,,,,,-33.4521,-70.6536,anonymous,ZH-T,5c644e502b97df0001f3d00d,strongly disbelieve,graduate school (postgraduate),Yes,may decrease,may decrease,very likely to decrease,definitely increase,very likely to decrease,definitely increase,very likely to increase,definitely increase,may increase,definitely increase,remain the same,remain the same,remain the same,may increase,may decrease,may increase
67966a9127563891ca6ff934,5eb6ed6a4842d30675c02d49,AWAITING REVIEW,Not Applicable,2025-01-26T17:02:32.077000Z,2025-01-26T17:08:14.197000Z,,2025-01-26T17:08:14.993620Z,343.0,NOCODE,326,Atheist,22,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time,2025-01-26 12:02:35,2025-01-26 12:07:56,IP Address,85.221.130.43,100,320,True,2025-01-26 12:07:57,R_8QQbtkz1TyqcRzh,,,,,52.3885,16.8948,anonymous,ZH-T,5eb6ed6a4842d30675c02d49,strongly disbelieve,undergraduate (college/University),Yes,remain the same,remain the same,may decrease,may increase,may decrease,may decrease,remain the same,remain the same,very likely to decrease,definitely increase,may increase,remain the same,definitely decrease,remain the same,may decrease,may increase
67966a93c56d46f4062d4fc0,678e91bfcfd00cafaf668c47,AWAITING REVIEW,Not Applicable,2025-01-26T17:02:50.275000Z,2025-01-26T17:10:47.764000Z,,2025-01-26T17:10:48.546815Z,478.0,NOCODE,1,Irreligious,54,Female,White,Spain,Spain,Spain,Spanish,No,Part-Time,2025-01-26 12:03:05,2025-01-26 12:09:44,IP Address,81.203.245.47,100,399,True,2025-01-26 12:09:45,R_2YUbeOnZpApsmu5,,,,,40.4964,-3.6589,anonymous,ZH-T,678e91bfcfd00cafaf668c47,somewhat believe,graduate school (postgraduate),Yes,may decrease,may increase,may decrease,may increase,may decrease,may increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,may increase,may increase,may increase,very likely to increase,may decrease,may increase
